VZA VAZ SZA SAZ WV OZ AOT XA_RED XB_RED XC_RED XA_NIR XB_NIR XC_NIR XA_SWIR XB_SWIR XC_SWIR 
550 1075 0 240 90 240 900 303 13821 20040 437 9823 17129 2014 5290 12283
550 1075 0 240 90 300 0 229 2945 5207 330 1076 2023 1583 65 125
550 1075 0 240 90 300 100 236 3689 7504 340 1640 4468 1623 415 2184
550 1075 0 240 90 300 200 244 4550 9516 351 2306 6533 1666 825 3868
550 1075 0 240 90 300 300 252 5527 11339 362 3093 8402 1710 1295 5362
550 1075 0 240 90 300 400 261 6619 13017 374 3975 10110 1756 1820 6722
550 1075 0 240 90 300 500 270 7829 14584 386 4967 11700 1805 2403 7979
550 1075 0 240 90 300 600 279 9161 16061 398 6036 13171 1855 3042 9152
550 1075 0 240 90 300 700 288 10609 17461 411 7209 14566 1906 3737 10254
550 1075 0 240 90 300 800 298 12163 18784 424 8481 15888 1959 4486 11296
550 1075 0 240 90 300 900 307 13814 20040 437 9823 17129 2014 5290 12283
550 1075 0 240 90 360 0 232 2941 5207 330 1076 2023 1583 65 125
550 1075 0 240 90 360 100 239 3685 7504 340 1640 4468 1623 415 2184
550 1075 0 240 90 360 200 247 4546 9516 351 2306 6533 1666 825 3868
550 1075 0 240 90 360 300 256 5522 11339 362 3093 8402 1710 1295 5362
550 1075 0 240 90 360 400 264 6614 13017 374 3975 10110 1756 1820 6722
550 1075 0 240 90 360 500 273 7822 14584 386 4967 11700 1805 2403 7979
550 1075 0 240 90 360 600 282 9155 16061 398 6036 13171 1855 3042 9152
550 1075 0 240 90 360 700 292 10603 17461 411 7209 14566 1906 3737 10254
550 1075 0 240 90 360 800 302 12157 18784 424 8481 15888 1959 4486 11296
550 1075 0 240 90 360 900 312 13808 20040 437 9823 17129 2014 5290 12283
550 1075 0 300 0 0 0 202 2800 5207 291 950 2023 1336 55 125
550 1075 0 300 0 0 100 208 3526 7504 300 1490 4468 1370 387 2184
550 1075 0 300 0 0 200 215 4366 9516 309 2129 6533 1406 777 3868
550 1075 0 300 0 0 300 223 5319 11339 319 2883 8402 1444 1222 5362
550 1075 0 300 0 0 400 230 6385 13017 330 3728 10110 1483 1721 6722
550 1075 0 300 0 0 500 238 7566 14584 340 4680 11700 1524 2274 7979
550 1075 0 300 0 0 600 246 8867 16061 351 5704 13171 1566 2881 9152
550 1075 0 300 0 0 700 254 10280 17461 362 6829 14566 1610 3540 10254
550 1075 0 300 0 0 800 263 11798 18784 374 8049 15888 1654 4250 11296
550 1075 0 300 0 0 900 271 13411 20040 385 9337 17129 1700 5013 12283
550 1075 0 300 0 60 0 205 2796 5207 291 950 2023 1336 55 125
550 1075 0 300 0 60 100 211 3521 7504 300 1490 4468 1370 387 2184
550 1075 0 300 0 60 200 218 4361 9516 310 2129 6533 1406 777 3868
550 1075 0 300 0 60 300 225 5314 11339 319 2883 8402 1444 1222 5362
550 1075 0 300 0 60 400 233 6380 13017 330 3728 10110 1483 1721 6722
550 1075 0 300 0 60 500 240 7560 14584 340 4679 11700 1524 2274 7979
550 1075 0 300 0 60 600 249 8861 16061 351 5704 13171 1566 2881 9152
550 1075 0 300 0 60 700 258 10274 17461 362 6829 14566 1610 3540 10254
550 1075 0 300 0 60 800 266 11791 18784 374 8049 15888 1654 4250 11296
550 1075 0 300 0 60 900 275 13404 20040 386 9337 17129 1700 5013 12283
550 1075 0 300 0 120 0 206 2792 5207 291 950 2023 1336 55 125
550 1075 0 300 0 120 100 214 3517 7504 300 1490 4468 1370 387 2184
550 1075 0 300 0 120 200 221 4357 9516 310 2129 6533 1406 777 3868
550 1075 0 300 0 120 300 229 5309 11339 320 2883 8402 1444 1222 5362
550 1075 0 300 0 120 400 236 6374 13017 330 3728 10110 1483 1721 6722
550 1075 0 300 0 120 500 244 7555 14584 340 4679 11700 1524 2274 7979
550 1075 0 300 0 120 600 253 8855 16061 351 5704 13171 1566 2881 9152
550 1075 0 300 0 120 700 261 10268 17461 362 6829 14566 1610 3540 10254
550 1075 0 300 0 120 800 270 11785 18784 374 8049 15888 1654 4250 11296
550 1075 0 300 0 120 900 279 13397 20040 386 9337 17129 1700 5013 12283
550 1075 0 300 0 180 0 210 2788 5207 291 950 2023 1336 55 125
550 1075 0 300 0 180 100 217 3513 7504 300 1490 4468 1370 387 2184
550 1075 0 300 0 180 200 223 4352 9516 310 2128 6533 1406 777 3868
550 1075 0 300 0 180 300 232 5304 11339 320 2882 8402 1444 1222 5362
550 1075 0 300 0 180 400 239 6369 13017 330 3728 10110 1483 1721 6722
550 1075 0 300 0 180 500 248 7549 14584 341 4679 11700 1524 2274 7979
550 1075 0 300 0 180 600 256 8849 16061 351 5703 13171 1566 2881 9152
550 1075 0 300 0 180 700 265 10262 17461 363 6829 14566 1610 3540 10254
550 1075 0 300 0 180 800 274 11779 18784 374 8048 15888 1654 4250 11296
550 1075 0 300 0 180 900 283 13391 20040 386 9336 17129 1700 5013 12283
550 1075 0 300 0 240 0 213 2784 5207 291 950 2023 1336 55 125
550 1075 0 300 0 240 100 220 3508 7504 300 1490 4468 1370 387 2184
550 1075 0 300 0 240 200 227 4347 9516 310 2128 6533 1406 777 3868
550 1075 0 300 0 240 300 235 5299 11339 320 2882 8402 1444 1222 5362
550 1075 0 300 0 240 400 243 6364 13017 330 3728 10110 1483 1721 6722
550 1075 0 300 0 240 500 251 7543 14584 341 4679 11700 1524 2274 7979
550 1075 0 300 0 240 600 259 8844 16061 351 5703 13171 1566 2881 9152
550 1075 0 300 0 240 700 268 10256 17461 363 6829 14566 1610 3540 10254
550 1075 0 300 0 240 800 277 11772 18784 374 8048 15888 1654 4250 11296
550 1075 0 300 0 240 900 286 13383 20040 386 9336 17129 1700 5013 12283
550 1075 0 300 0 300 0 216 2780 5207 291 950 2023 1336 55 125
550 1075 0 300 0 300 100 223 3504 7504 300 1490 4468 1370 387 2184
550 1075 0 300 0 300 200 230 4343 9516 310 2128 6533 1406 777 3868
550 1075 0 300 0 300 300 238 5294 11339 320 2882 8402 1444 1222 5362
550 1075 0 300 0 300 400 246 6358 13017 330 3728 10110 1483 1721 6722
550 1075 0 300 0 300 500 254 7538 14584 341 4679 11700 1524 2274 7979
550 1075 0 300 0 300 600 263 8838 16061 352 5703 13171 1566 2881 9152
550 1075 0 300 0 300 700 272 10250 17461 363 6827 14566 1610 3540 10254
550 1075 0 300 0 300 800 281 11766 18784 374 8048 15888 1654 4250 11296
550 1075 0 300 0 300 900 290 13377 20040 386 9336 17129 1700 5013 12283
550 1075 0 300 0 360 0 219 2775 5207 292 950 2023 1336 55 125
550 1075 0 300 0 360 100 225 3500 7504 301 1490 4468 1370 387 2184
550 1075 0 300 0 360 200 233 4338 9516 310 2128 6533 1406 777 3868
550 1075 0 300 0 360 300 240 5289 11339 320 2882 8402 1444 1222 5362
550 1075 0 300 0 360 400 249 6353 13017 330 3728 10110 1483 1721 6722
550 1075 0 300 0 360 500 258 7532 14584 341 4679 11700 1524 2274 7979
550 1075 0 300 0 360 600 266 8832 16061 352 5703 13171 1566 2881 9152
550 1075 0 300 0 360 700 275 10244 17461 363 6827 14566 1610 3540 10254
550 1075 0 300 0 360 800 285 11760 18784 374 8048 15888 1654 4250 11296
550 1075 0 300 0 360 900 294 13370 20040 386 9336 17129 1700 5013 12283
550 1075 0 300 15 0 0 205 2843 5207 304 993 2023 1426 59 125
550 1075 0 300 15 0 100 212 3574 7504 314 1544 4468 1462 398 2184
550 1075 0 300 15 0 200 219 4421 9516 324 2194 6533 1501 797 3868
550 1075 0 300 15 0 300 225 5382 11339 334 2961 8402 1541 1254 5362
550 1075 0 300 15 0 400 234 6456 13017 345 3823 10110 1583 1765 6722
550 1075 0 300 15 0 500 241 7646 14584 356 4790 11700 1626 2331 7979
550 1075 0 300 15 0 600 250 8957 16061 367 5833 13171 1671 2953 9152
550 1075 0 300 15 0 700 258 10381 17461 379 6977 14566 1718 3628 10254
550 1075 0 300 15 0 800 267 11910 18784 391 8219 15888 1765 4356 11296
550 1075 0 300 15 0 900 276 13535 20040 403 9530 17129 1815 5137 12283
550 1075 0 300 15 60 0 207 2839 5207 304 993 2023 1426 59 125
550 1075 0 300 15 60 100 215 3570 7504 314 1544 4468 1462 398 2184
550 1075 0 300 15 60 200 222 4417 9516 324 2194 6533 1501 797 3868
550 1075 0 300 15 60 300 229 5377 11339 334 2961 8402 1541 1254 5362
550 1075 0 300 15 60 400 237 6451 13017 345 3823 10110 1583 1765 6722
550 1075 0 300 15 60 500 245 7641 14584 356 4790 11700 1626 2331 7979
550 1075 0 300 15 60 600 253 8951 16061 367 5833 13171 1671 2953 9152
550 1075 0 300 15 60 700 262 10375 17461 379 6977 14566 1718 3628 10254
550 1075 0 300 15 60 800 270 11904 18784 391 8219 15888 1765 4356 11296
550 1075 0 300 15 60 900 279 13529 20040 403 9530 17129 1815 5137 12283
550 1075 0 300 15 120 0 210 2835 5207 305 993 2023 1426 59 125
550 1075 0 300 15 120 100 217 3565 7504 314 1544 4468 1462 398 2184
550 1075 0 300 15 120 200 224 4412 9516 324 2194 6533 1501 797 3868
550 1075 0 300 15 120 300 232 5372 11339 334 2961 8402 1541 1254 5362
550 1075 0 300 15 120 400 239 6446 13017 345 3823 10110 1583 1765 6722
550 1075 0 300 15 120 500 248 7635 14584 356 4790 11700 1626 2331 7979
550 1075 0 300 15 120 600 257 8946 16061 367 5833 13171 1671 2953 9152
550 1075 0 300 15 120 700 265 10369 17461 379 6977 14566 1718 3628 10254
550 1075 0 300 15 120 800 274 11898 18784 391 8219 15888 1765 4356 11296
550 1075 0 300 15 120 900 283 13522 20040 403 9530 17129 1815 5137 12283
550 1075 0 300 15 180 0 213 2831 5207 305 993 2023 1426 59 125
550 1075 0 300 15 180 100 220 3562 7504 314 1544 4468 1462 398 2184
550 1075 0 300 15 180 200 228 4408 9516 324 2194 6533 1501 797 3868
550 1075 0 300 15 180 300 235 5367 11339 334 2961 8402 1541 1254 5362
550 1075 0 300 15 180 400 243 6440 13017 345 3823 10110 1583 1765 6722
550 1075 0 300 15 180 500 252 7630 14584 356 4790 11700 1626 2331 7979
550 1075 0 300 15 180 600 260 8940 16061 367 5832 13171 1671 2953 9152
550 1075 0 300 15 180 700 269 10364 17461 379 6977 14566 1718 3628 10254
550 1075 0 300 15 180 800 278 11892 18784 391 8219 15888 1765 4356 11296
550 1075 0 300 15 180 900 287 13516 20040 403 9529 17129 1815 5137 12283
550 1075 0 300 15 240 0 216 2827 5207 305 993 2023 1426 59 125
550 1075 0 300 15 240 100 223 3556 7504 314 1543 4468 1462 398 2184
550 1075 0 300 15 240 200 231 4403 9516 324 2193 6533 1501 797 3868
550 1075 0 300 15 240 300 239 5362 11339 334 2961 8402 1541 1254 5362
550 1075 0 300 15 240 400 247 6435 13017 345 3823 10110 1583 1765 6722
550 1075 0 300 15 240 500 255 7625 14584 356 4790 11700 1626 2331 7979
550 1075 0 300 15 240 600 264 8934 16061 368 5832 13171 1671 2953 9152
550 1075 0 300 15 240 700 272 10358 17461 379 6977 14566 1718 3628 10254
550 1075 0 300 15 240 800 281 11885 18784 391 8219 15888 1765 4356 11296
550 1075 0 300 15 240 900 291 13508 20040 404 9529 17129 1815 5137 12283
550 1075 0 300 15 300 0 219 2823 5207 305 993 2023 1426 59 125
550 1075 0 300 15 300 100 225 3553 7504 314 1543 4468 1462 398 2184
550 1075 0 300 15 300 200 234 4398 9516 324 2193 6533 1501 797 3868
550 1075 0 300 15 300 300 241 5358 11339 334 2961 8402 1541 1254 5362
550 1075 0 300 15 300 400 250 6430 13017 345 3821 10110 1583 1765 6722
550 1075 0 300 15 300 500 258 7618 14584 356 4790 11700 1626 2331 7979
550 1075 0 300 15 300 600 267 8929 16061 368 5832 13171 1671 2953 9152
550 1075 0 300 15 300 700 276 10352 17461 379 6977 14566 1718 3628 10254
550 1075 0 300 15 300 800 285 11879 18784 391 8219 15888 1765 4356 11296
550 1075 0 300 15 300 900 295 13503 20040 404 9529 17129 1815 5137 12283
550 1075 0 300 15 360 0 222 2819 5207 305 993 2023 1426 59 125
550 1075 0 300 15 360 100 229 3549 7504 314 1543 4468 1462 398 2184
550 1075 0 300 15 360 200 237 4394 9516 324 2193 6533 1501 797 3868
550 1075 0 300 15 360 300 245 5353 11339 335 2961 8402 1541 1254 5362
550 1075 0 300 15 360 400 253 6425 13017 345 3821 10110 1583 1765 6722
550 1075 0 300 15 360 500 262 7614 14584 356 4789 11700 1626 2331 7979
550 1075 0 300 15 360 600 271 8923 16061 368 5832 13171 1671 2953 9152
550 1075 0 300 15 360 700 280 10346 17461 380 6977 14566 1718 3628 10254
550 1075 0 300 15 360 800 289 11873 18784 392 8218 15888 1765 4356 11296
550 1075 0 300 15 360 900 299 13496 20040 404 9529 17129 1815 5137 12283
550 1075 0 300 30 0 0 206 2875 5207 312 1018 2023 1472 59 125
550 1075 0 300 30 0 100 214 3611 7504 321 1572 4468 1509 404 2184
550 1075 0 300 30 0 200 221 4462 9516 331 2227 6533 1549 806 3868
550 1075 0 300 30 0 300 229 5428 11339 342 3000 8402 1590 1267 5362
550 1075 0 300 30 0 400 236 6507 13017 353 3869 10110 1633 1782 6722
550 1075 0 300 30 0 500 244 7703 14584 364 4843 11700 1678 2354 7979
550 1075 0 300 30 0 600 253 9021 16061 376 5894 13171 1725 2981 9152
550 1075 0 300 30 0 700 261 10452 17461 388 7048 14566 1772 3663 10254
550 1075 0 300 30 0 800 270 11989 18784 400 8299 15888 1822 4398 11296
550 1075 0 300 30 0 900 279 13622 20040 413 9619 17129 1872 5186 12283
550 1075 0 300 30 60 0 210 2871 5207 312 1018 2023 1472 59 125
550 1075 0 300 30 60 100 217 3606 7504 321 1572 4468 1509 404 2184
550 1075 0 300 30 60 200 223 4457 9516 331 2227 6533 1549 806 3868
550 1075 0 300 30 60 300 232 5423 11339 342 3000 8402 1590 1267 5362
550 1075 0 300 30 60 400 239 6501 13017 353 3869 10110 1633 1782 6722
550 1075 0 300 30 60 500 248 7698 14584 364 4843 11700 1678 2354 7979
550 1075 0 300 30 60 600 256 9015 16061 376 5894 13171 1725 2981 9152
550 1075 0 300 30 60 700 265 10446 17461 388 7048 14566 1772 3663 10254
550 1075 0 300 30 60 800 273 11983 18784 400 8299 15888 1822 4398 11296
550 1075 0 300 30 60 900 282 13616 20040 413 9619 17129 1872 5186 12283
550 1075 0 300 30 120 0 213 2867 5207 312 1018 2023 1472 59 125
550 1075 0 300 30 120 100 220 3602 7504 321 1572 4468 1509 404 2184
550 1075 0 300 30 120 200 227 4453 9516 331 2227 6533 1549 806 3868
550 1075 0 300 30 120 300 235 5418 11339 342 3000 8402 1590 1267 5362
550 1075 0 300 30 120 400 243 6497 13017 353 3869 10110 1633 1782 6722
550 1075 0 300 30 120 500 251 7693 14584 364 4843 11700 1678 2354 7979
550 1075 0 300 30 120 600 259 9009 16061 376 5894 13171 1725 2981 9152
550 1075 0 300 30 120 700 268 10440 17461 388 7048 14566 1772 3663 10254
550 1075 0 300 30 120 800 277 11976 18784 400 8299 15888 1822 4398 11296
550 1075 0 300 30 120 900 286 13608 20040 413 9619 17129 1872 5186 12283
550 1075 0 300 30 180 0 216 2863 5207 312 1018 2023 1472 59 125
550 1075 0 300 30 180 100 223 3598 7504 321 1572 4468 1509 404 2184
550 1075 0 300 30 180 200 230 4448 9516 332 2227 6533 1549 806 3868
550 1075 0 300 30 180 300 238 5413 11339 342 3000 8402 1590 1267 5362
550 1075 0 300 30 180 400 246 6492 13017 353 3868 10110 1633 1782 6722
550 1075 0 300 30 180 500 254 7686 14584 365 4843 11700 1678 2354 7979
550 1075 0 300 30 180 600 263 9004 16061 376 5894 13171 1725 2981 9152
550 1075 0 300 30 180 700 272 10434 17461 388 7048 14566 1772 3663 10254
550 1075 0 300 30 180 800 281 11970 18784 400 8298 15888 1822 4398 11296
550 1075 0 300 30 180 900 290 13603 20040 413 9619 17129 1872 5186 12283
550 1075 0 300 30 240 0 219 2859 5207 312 1018 2023 1472 59 125
550 1075 0 300 30 240 100 225 3594 7504 322 1570 4468 1509 404 2184
550 1075 0 300 30 240 200 233 4444 9516 332 2227 6533 1549 806 3868
550 1075 0 300 30 240 300 240 5408 11339 342 3000 8402 1590 1267 5362
550 1075 0 300 30 240 400 249 6487 13017 353 3868 10110 1633 1782 6722
550 1075 0 300 30 240 500 258 7682 14584 365 4843 11700 1678 2354 7979
550 1075 0 300 30 240 600 267 8998 16061 376 5894 13171 1725 2981 9152
550 1075 0 300 30 240 700 275 10429 17461 388 7048 14566 1772 3663 10254
550 1075 0 300 30 240 800 285 11964 18784 400 8298 15888 1822 4398 11296
550 1075 0 300 30 240 900 294 13596 20040 413 9619 17129 1872 5186 12283
550 1075 0 300 30 300 0 222 2855 5207 312 1018 2023 1472 59 125
550 1075 0 300 30 300 100 229 3589 7504 322 1570 4468 1509 404 2184
550 1075 0 300 30 300 200 237 4439 9516 332 2226 6533 1549 806 3868
550 1075 0 300 30 300 300 245 5403 11339 342 3000 8402 1590 1267 5362
550 1075 0 300 30 300 400 253 6481 13017 353 3868 10110 1633 1782 6722
550 1075 0 300 30 300 500 261 7675 14584 365 4843 11700 1678 2354 7979
550 1075 0 300 30 300 600 270 8993 16061 376 5893 13171 1725 2981 9152
550 1075 0 300 30 300 700 279 10423 17461 388 7048 14566 1772 3663 10254
550 1075 0 300 30 300 800 288 11958 18784 400 8298 15888 1822 4398 11296
550 1075 0 300 30 300 900 298 13590 20040 413 9619 17129 1872 5186 12283
550 1075 0 300 30 360 0 224 2851 5207 312 1017 2023 1472 59 125
550 1075 0 300 30 360 100 232 3585 7504 322 1570 4468 1509 404 2184
550 1075 0 300 30 360 200 239 4434 9516 332 2226 6533 1549 806 3868
550 1075 0 300 30 360 300 248 5398 11339 343 3000 8402 1590 1267 5362
550 1075 0 300 30 360 400 256 6476 13017 354 3868 10110 1633 1782 6722
550 1075 0 300 30 360 500 265 7671 14584 365 4843 11700 1678 2354 7979
550 1075 0 300 30 360 600 274 8987 16061 377 5893 13171 1725 2981 9152
550 1075 0 300 30 360 700 283 10417 17461 389 7047 14566 1772 3663 10254
550 1075 0 300 30 360 800 292 11952 18784 400 8298 15888 1822 4398 11296
550 1075 0 300 30 360 900 302 13583 20040 413 9619 17129 1872 5186 12283
550 1075 0 300 45 0 0 208 2902 5207 317 1036 2023 1506 62 125
550 1075 0 300 45 0 100 216 3641 7504 327 1593 4468 1545 408 2184
550 1075 0 300 45 0 200 223 4495 9516 337 2252 6533 1585 813 3868
550 1075 0 300 45 0 300 231 5465 11339 348 3030 8402 1628 1276 5362
550 1075 0 300 45 0 400 239 6549 13017 359 3903 10110 1671 1795 6722
550 1075 0 300 45 0 500 247 7750 14584 371 4883 11700 1718 2370 7979
550 1075 0 300 45 0 600 255 9072 16061 383 5940 13171 1765 3001 9152
550 1075 0 300 45 0 700 264 10509 17461 395 7099 14566 1814 3687 10254
550 1075 0 300 45 0 800 272 12051 18784 407 8358 15888 1865 4427 11296
550 1075 0 300 45 0 900 281 13691 20040 420 9685 17129 1916 5220 12283
550 1075 0 300 45 60 0 212 2898 5207 317 1036 2023 1506 62 125
550 1075 0 300 45 60 100 219 3636 7504 327 1593 4468 1545 408 2184
550 1075 0 300 45 60 200 225 4491 9516 337 2252 6533 1585 813 3868
550 1075 0 300 45 60 300 234 5460 11339 348 3030 8402 1628 1276 5362
550 1075 0 300 45 60 400 241 6544 13017 359 3903 10110 1671 1795 6722
550 1075 0 300 45 60 500 250 7743 14584 371 4883 11700 1718 2370 7979
550 1075 0 300 45 60 600 258 9066 16061 383 5940 13171 1765 3001 9152
550 1075 0 300 45 60 700 267 10503 17461 395 7099 14566 1814 3687 10254
550 1075 0 300 45 60 800 276 12045 18784 407 8357 15888 1865 4427 11296
550 1075 0 300 45 60 900 285 13683 20040 420 9685 17129 1916 5220 12283
550 1075 0 300 45 120 0 215 2894 5207 317 1036 2023 1506 62 125
550 1075 0 300 45 120 100 222 3632 7504 327 1593 4468 1545 408 2184
550 1075 0 300 45 120 200 229 4486 9516 337 2252 6533 1585 813 3868
550 1075 0 300 45 120 300 237 5455 11339 348 3030 8402 1628 1276 5362
550 1075 0 300 45 120 400 245 6537 13017 359 3903 10110 1671 1795 6722
550 1075 0 300 45 120 500 253 7739 14584 371 4883 11700 1718 2370 7979
550 1075 0 300 45 120 600 262 9061 16061 383 5939 13171 1765 3001 9152
550 1075 0 300 45 120 700 271 10497 17461 395 7099 14566 1814 3687 10254
550 1075 0 300 45 120 800 280 12039 18784 408 8357 15888 1865 4427 11296
550 1075 0 300 45 120 900 289 13678 20040 420 9685 17129 1916 5220 12283
550 1075 0 300 45 180 0 218 2890 5207 317 1036 2023 1506 62 125
550 1075 0 300 45 180 100 224 3628 7504 327 1593 4468 1545 408 2184
550 1075 0 300 45 180 200 233 4482 9516 337 2252 6533 1585 813 3868
550 1075 0 300 45 180 300 239 5450 11339 348 3029 8402 1628 1276 5362
550 1075 0 300 45 180 400 248 6533 13017 359 3903 10110 1671 1795 6722
550 1075 0 300 45 180 500 257 7733 14584 371 4883 11700 1718 2370 7979
550 1075 0 300 45 180 600 265 9055 16061 383 5939 13171 1765 3001 9152
550 1075 0 300 45 180 700 274 10491 17461 395 7099 14566 1814 3687 10254
550 1075 0 300 45 180 800 284 12033 18784 408 8357 15888 1865 4427 11296
550 1075 0 300 45 180 900 293 13672 20040 420 9685 17129 1916 5220 12283
550 1075 0 300 45 240 0 221 2886 5207 318 1036 2023 1506 62 125
550 1075 0 300 45 240 100 228 3624 7504 327 1593 4468 1545 408 2184
550 1075 0 300 45 240 200 236 4477 9516 338 2252 6533 1585 813 3868
550 1075 0 300 45 240 300 244 5445 11339 348 3029 8402 1628 1276 5362
550 1075 0 300 45 240 400 252 6528 13017 360 3903 10110 1671 1795 6722
550 1075 0 300 45 240 500 260 7728 14584 371 4883 11700 1718 2370 7979
550 1075 0 300 45 240 600 269 9050 16061 383 5939 13171 1765 3001 9152
550 1075 0 300 45 240 700 278 10486 17461 395 7099 14566 1814 3687 10254
550 1075 0 300 45 240 800 287 12027 18784 408 8357 15888 1865 4427 11296
550 1075 0 300 45 240 900 297 13665 20040 420 9685 17129 1916 5220 12283
550 1075 0 300 45 300 0 223 2882 5207 318 1036 2023 1506 62 125
550 1075 0 300 45 300 100 231 3619 7504 327 1593 4468 1545 408 2184
550 1075 0 300 45 300 200 239 4472 9516 338 2252 6533 1585 813 3868
550 1075 0 300 45 300 300 247 5441 11339 349 3029 8402 1628 1276 5362
550 1075 0 300 45 300 400 255 6523 13017 360 3903 10110 1671 1795 6722
550 1075 0 300 45 300 500 264 7722 14584 371 4883 11700 1718 2370 7979
550 1075 0 300 45 300 600 273 9044 16061 383 5939 13171 1765 3001 9152
550 1075 0 300 45 300 700 282 10480 17461 395 7099 14566 1814 3687 10254
550 1075 0 300 45 300 800 291 12021 18784 408 8357 15888 1865 4427 11296
550 1075 0 300 45 300 900 301 13658 20040 421 9685 17129 1916 5220 12283
550 1075 0 300 45 360 0 227 2878 5207 318 1036 2023 1506 62 125
550 1075 0 300 45 360 100 234 3615 7504 328 1593 4468 1545 408 2184
550 1075 0 300 45 360 200 241 4468 9516 338 2252 6533 1585 813 3868
550 1075 0 300 45 360 300 250 5436 11339 349 3029 8402 1628 1276 5362
550 1075 0 300 45 360 400 259 6518 13017 360 3903 10110 1671 1795 6722
550 1075 0 300 45 360 500 267 7717 14584 371 4883 11700 1718 2370 7979
550 1075 0 300 45 360 600 276 9038 16061 383 5939 13171 1765 3001 9152
550 1075 0 300 45 360 700 286 10474 17461 395 7099 14566 1814 3687 10254
550 1075 0 300 45 360 800 295 12015 18784 408 8357 15888 1865 4427 11296
550 1075 0 300 45 360 900 305 13652 20040 421 9685 17129 1916 5220 12283
550 1075 0 300 60 0 0 211 2925 5207 322 1051 2023 1535 63 125
550 1075 0 300 60 0 100 218 3667 7504 332 1611 4468 1574 411 2184
550 1075 0 300 60 0 200 224 4524 9516 342 2273 6533 1615 817 3868
550 1075 0 300 60 0 300 233 5497 11339 353 3054 8402 1659 1283 5362
550 1075 0 300 60 0 400 240 6584 13017 364 3930 10110 1704 1805 6722
550 1075 0 300 60 0 500 249 7789 14584 376 4916 11700 1751 2383 7979
550 1075 0 300 60 0 600 257 9116 16061 388 5977 13171 1799 3017 9152
550 1075 0 300 60 0 700 266 10557 17461 400 7142 14566 1849 3706 10254
550 1075 0 300 60 0 800 275 12105 18784 413 8405 15888 1900 4450 11296
550 1075 0 300 60 0 900 284 13749 20040 426 9739 17129 1952 5247 12283
550 1075 0 300 60 60 0 214 2921 5207 322 1051 2023 1535 63 125
550 1075 0 300 60 60 100 221 3662 7504 332 1611 4468 1574 411 2184
550 1075 0 300 60 60 200 228 4520 9516 342 2273 6533 1615 817 3868
550 1075 0 300 60 60 300 236 5492 11339 353 3054 8402 1659 1283 5362
550 1075 0 300 60 60 400 244 6579 13017 365 3930 10110 1704 1805 6722
550 1075 0 300 60 60 500 252 7784 14584 376 4916 11700 1751 2383 7979
550 1075 0 300 60 60 600 260 9110 16061 388 5977 13171 1799 3017 9152
550 1075 0 300 60 60 700 269 10551 17461 400 7142 14566 1849 3706 10254
550 1075 0 300 60 60 800 278 12098 18784 413 8405 15888 1900 4450 11296
550 1075 0 300 60 60 900 287 13743 20040 426 9739 17129 1952 5247 12283
550 1075 0 300 60 120 0 217 2917 5207 322 1051 2023 1535 63 125
550 1075 0 300 60 120 100 223 3658 7504 332 1611 4468 1574 411 2184
550 1075 0 300 60 120 200 231 4515 9516 342 2273 6533 1615 817 3868
550 1075 0 300 60 120 300 239 5487 11339 353 3054 8402 1659 1283 5362
550 1075 0 300 60 120 400 247 6574 13017 365 3930 10110 1704 1805 6722
550 1075 0 300 60 120 500 255 7778 14584 376 4915 11700 1751 2383 7979
550 1075 0 300 60 120 600 264 9105 16061 388 5977 13171 1799 3017 9152
550 1075 0 300 60 120 700 273 10545 17461 400 7142 14566 1849 3706 10254
550 1075 0 300 60 120 800 282 12092 18784 413 8405 15888 1900 4450 11296
550 1075 0 300 60 120 900 291 13736 20040 426 9739 17129 1952 5247 12283
550 1075 0 300 60 180 0 220 2913 5207 322 1051 2023 1535 63 125
550 1075 0 300 60 180 100 227 3654 7504 332 1611 4468 1574 411 2184
550 1075 0 300 60 180 200 234 4510 9516 342 2273 6533 1615 817 3868
550 1075 0 300 60 180 300 241 5482 11339 353 3054 8402 1659 1283 5362
550 1075 0 300 60 180 400 250 6569 13017 365 3930 10110 1704 1805 6722
550 1075 0 300 60 180 500 259 7772 14584 377 4915 11700 1751 2383 7979
550 1075 0 300 60 180 600 268 9099 16061 389 5976 13171 1799 3017 9152
550 1075 0 300 60 180 700 277 10540 17461 400 7142 14566 1849 3706 10254
550 1075 0 300 60 180 800 286 12086 18784 413 8405 15888 1900 4450 11296
550 1075 0 300 60 180 900 295 13730 20040 427 9738 17129 1952 5247 12283
550 1075 0 300 60 240 0 222 2909 5207 322 1051 2023 1535 63 125
550 1075 0 300 60 240 100 230 3649 7504 332 1611 4468 1574 411 2184
550 1075 0 300 60 240 200 238 4506 9516 343 2272 6533 1615 817 3868
550 1075 0 300 60 240 300 246 5477 11339 354 3054 8402 1659 1283 5362
550 1075 0 300 60 240 400 254 6564 13017 365 3930 10110 1704 1805 6722
550 1075 0 300 60 240 500 262 7768 14584 377 4915 11700 1751 2383 7979
550 1075 0 300 60 240 600 271 9093 16061 389 5976 13171 1799 3017 9152
550 1075 0 300 60 240 700 280 10534 17461 400 7142 14566 1849 3706 10254
550 1075 0 300 60 240 800 290 12080 18784 413 8405 15888 1900 4450 11296
550 1075 0 300 60 240 900 299 13724 20040 427 9738 17129 1952 5247 12283
